TIPO;AG;CTA;DG;INICIAL;FORMA;APERTURA;PLAZO;TIPO I;TASA;PUNTOS;MODALIDA;AMORTI;CUOTA;CUOTA CADA;ID PLAN;ID ESTADO;F VEN;F.U.PAGO;F.P.PAGO;F.PROR;F.VEN PRO;F.SALD;FIRMAS;SELL;PROTE;ID TIPO;NUMERO
1;1;181;1;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;182;2;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;184;4;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;186;6;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;188;8;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;195;6;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;203;6;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;208;1;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;209;2;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;210;4;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;211;5;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;213;7;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;229;4;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;232;8;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;233;9;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;235;1;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;236;2;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;241;8;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;243;0;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;248;5;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;260;9;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;269;8;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;274;4;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;282;3;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;291;3;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;300;4;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;304;8;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;308;2;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;309;3;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;318;3;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;321;7;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;322;8;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;324;0;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;328;4;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;331;8;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;333;0;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;334;1;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;336;3;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;339;6;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;349;7;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;351;0;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;352;1;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;353;2;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;360;0;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;363;3;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;364;4;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;365;5;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;373;4;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;382;4;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;386;8;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;387;9;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;390;3;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;391;4;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;395;8;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;398;1;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;405;0;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;406;1;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;407;2;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;411;7;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;601;8;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;606;3;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;990;9;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;995;4;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;996;5;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;997;6;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;998;7;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;999;8;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;1001;3;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;1002;4;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;1003;5;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;1004;6;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;1006;8;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;1007;9;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;1008;0;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;1009;1;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;1010;3;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;1011;4;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;1012;5;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
1;1;1013;6;0;1;2014/01/01;0;0;0;0;V;0;0;0;0;0;;;;;;;1;0;0;;
